order_date,receiving_ckd_date,finishing_date,shipping_date,lead_time_to_finish,lead_time_to_ship,lead_time_from_ckd,canopy_size,freq_50_60,voltage,genset_size,engine_type,engine_model,alternator_type,alternator_model,controller_model,target_lead_time_to_finish_days
2025-10-09,2025-10-09,2025-10-09,2025-10-09,0.0,0.0,1.0,Tower Light,60.0,230 V,(13 / 15) kVA,KUBOTA,V1505-E2-BG,BRUSHLESS AC SYNCHRO. ALTERNATOR, S 164G108B3,DSE 4520 MKII,0.0
2025-10-10,2025-10-23,2025-10-25,2025-10-25,15.0,15.0,3.0,30 High Tank,60.0,220/380,(35 / 38.2) kVA,PERKINS,1103A-33G,LEROY SOMER,TAL042C,DSE 4520 MKII,15.0
2025-10-10,2025-10-23,2025-10-25,2025-10-25,15.0,15.0,3.0,300,60.0,220/380,(225 / 250) kVA,PERKINS,1206A-E70TTAG1,LEROY SOMER,TAL046D,DSE 6120 MKIII,15.0
2025-10-13,2025-10-23,2025-10-25,2025-10-25,12.0,12.0,3.0,135-150,60.0,110/220,(152 / 169) kVA,PERKINS,1106A-70TAG1,STAMFORD,UCI274E1,DSE 4520 MKII,12.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-28,10.0,13.0,3.0,80-100,60.0,230/400,(90 / 100) kVA,PERKINS,1104A-44TG2,AQT,A06I639409,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-15,2025-10-20,2025-10-23,2025-10-23,8.0,8.0,4.0,20,50.0,230/400,(24 / 27) kVA,PERKINS,404A-22G1,AQT,A0/K910023,DSE 4520 MKII,8.0
2025-10-15,2025-10-23,2025-10-25,2025-10-25,10.0,10.0,3.0,9-20 High Tank,60.0,220/380,(24.2 / 26.6) kVA,PERKINS,404D-22G1,LEROY SOMER,TAL040F,DSE 4520 MKII,10.0
2025-10-16,2025-10-20,2025-10-21,2025-10-21,5.0,5.0,2.0,80-100,60.0,400,(114 / 125) kVA,PERKINS,1104C-44TAG2,AQT,A09C167921,DSE 4520 MKII,5.0
2025-10-16,2025-10-20,2025-10-21,2025-10-21,5.0,5.0,2.0,45-60,60.0,400,(53.1 / 58.7) kVA,PERKINS,1103A-33TG1,AQT,A06I639410,DSE 4520 MKII,5.0
2025-10-16,2025-10-20,2025-10-21,2025-10-21,5.0,5.0,2.0,80-100,60.0,400,(114 / 125) kVA,PERKINS,1104C-44TAG2,AQT,A09C167921,DSE 4520 MKII,5.0
2025-10-17,2025-10-23,2025-10-29,2025-10-29,12.0,12.0,7.0,135-150,60.0,220/380,(114 / 125) kVA,BAUDOUIN,4M10G6D0/S,LEROY SOMER,TALA44E,DSE 4520 MKII,12.0
2025-10-17,2025-10-23,2025-10-29,2025-10-29,12.0,12.0,7.0,300,60.0,220/380,(225 / 250) kVA,BAUDOUIN,6M16G2D0/S,LEROY SOMER,TAL046D,DSE 6120 MKIII,12.0
2025-10-17,2025-10-29,2025-10-29,2025-10-29,12.0,12.0,1.0,Tower Light,60.0,220/380,(15 / 17) kVA,KUBOTA,V1505-E2-BG,BRUSHLESS AC SYNCHRO. ALTERNATOR,S164G108B3,DSE 4520 MKII,12.0
2025-10-18,2025-10-23,2025-10-25,2025-10-28,7.0,10.0,3.0,180-200,60.0,220/380,(152 / 169) kVA,CUMMINS,6BTAA5.9G2,BRUSHLESS AC SYNCHRO. ALTERNATOR,LYG274D,DSE 6120 MKIII,7.0
2025-10-18,2025-10-23,2025-10-25,2025-10-28,7.0,10.0,3.0,180-200,60.0,220/380,(152 / 169) kVA,CUMMINS,6BTAA5.9G2,BRUSHLESS AC SYNCHRO. ALTERNATOR,LYG274D,DSE 6120 MKIII,7.0
